x,y,z
0.5754,0.04027,0.0
0.60135,0.81634,0.0
0.49683,0.39768,0.0
0.66327,0.60959,0.0
0.53936,0.37197,0.0
0.69486,0.34083,0.0
0.71392,0.81727,0.0
0.2779,0.55509,0.0
0.92413,0.96199,0.0
0.59338,0.69876,0.0
0.89386,0.44298,0.0
0.3333,0.31135,0.0
0.47476,0.59554,0.0
0.64977,0.23671,0.0
0.25953,0.28535,0.0
0.54735,0.61599,0.0
0.4194,0.75354,0.0
0.52456,0.18356,0.0
0.14649,0.69573,0.0
0.24476,0.50689,0.0
0.17307,0.83624,0.0
0.1283,0.82478,0.0
0.57251,0.95953,0.0
0.52863,0.8841,0.0
0.51236,0.47819,0.0
0.50251,0.91607,0.0
0.07702,0.1517,0.0
0.28111,0.16286,0.0
0.25315,0.13651,0.0
0.26518,0.18689,0.0
0.95737,0.47491,0.0
0.41633,0.63325,0.0
0.19973,0.07632,0.0
0.46443,0.53498,0.0
0.50207,0.57822,0.0
0.26932,0.45444,0.0
0.15751,0.12936,0.0
0.38797,0.52871,0.0
0.18627,0.37917,0.0
0.6239,0.43671,0.0
0.5433,0.52256,0.0
0.37787,0.63473,0.0
0.27501,0.35359,0.0
0.27095,0.36587,0.0
0.34577,0.29716,0.0
0.79585,0.07858,0.0
0.22798,0.47263,0.0
0.09125,0.41288,0.0
0.11604,0.38402,0.0
0.08417,0.35458,0.0
0.50857,0.63256,0.0
0.36319,0.07528,0.0
0.50233,0.26354,0.0
0.41502,0.16805,0.0
0.04781,0.41944,0.0
0.91456,0.65844,0.0
0.55658,0.48946,0.0
0.24041,0.44387,0.0
0.07417,0.50301,0.0
0.21317,0.38715,0.0
0.04141,0.71725,0.0
0.87248,0.04479,0.0
0.11546,0.53367,0.0
0.14465,0.55338,0.0
0.92183,0.5436,0.0
0.23589,0.72264,0.0
0.52226,0.29683,0.0
0.33788,0.70139,0.0
0.19708,0.23963,0.0
0.57287,0.45857,0.0
0.54436,0.32533,0.0
0.3734,0.51804,0.0
0.1596,0.4226,0.0
0.48725,0.4265,0.0
0.33799,0.6314,0.0
0.29486,0.63356,0.0
0.26988,0.5205,0.0
0.48064,0.87166,0.0
0.32833,0.08937,0.0
0.55388,0.20961,0.0
0.63896,0.27161,0.0
0.39582,0.30276,0.0
0.34727,0.19316,0.0
0.33898,0.56448,0.0
0.39828,0.07134,0.0
0.61217,0.72578,0.0
0.63877,0.8158,0.0
0.51729,0.43653,0.0
0.62764,0.91245,0.0
0.3236,0.56379,0.0
0.14089,0.49051,0.0
0.44014,0.12684,0.0
0.51936,0.72653,0.0
0.62768,0.37398,0.0
0.22659,0.10917,0.0
0.29626,0.32796,0.0
0.4835,0.46541,0.0
0.85044,0.69842,0.0
0.55114,0.30807,0.0
0.29967,0.27139,0.0
0.66969,0.91726,0.0
0.3176,0.65202,0.0
0.5838,0.20621,0.0
0.07408,0.24084,0.0
0.68429,0.5535,0.0
0.57471,0.40441,0.0
0.50793,0.49415,0.0
0.43438,0.24018,0.0
0.36691,0.56122,0.0
0.59808,0.23097,0.0
0.36355,0.30307,0.0
0.49314,0.59238,0.0
0.4997,0.45292,0.0
0.64816,0.72306,0.0
0.2972,0.4928,0.0
0.27997,0.03325,0.0
0.72307,0.47859,0.0
0.07434,0.19738,0.0
0.22789,0.50448,0.0
0.44764,0.07185,0.0
0.85105,0.34932,0.0
0.48265,0.35432,0.0
0.8408,0.21127,0.0
0.47744,0.53113,0.0
0.20453,0.61297,0.0
0.44501,0.31183,0.0
0.42445,0.51731,0.0
0.43394,0.77958,0.0
0.31426,0.31215,0.0
0.16747,0.53937,0.0
0.46186,0.32738,0.0
0.14597,0.39908,0.0
0.48791,0.36427,0.0
0.33147,0.04075,0.0
0.49432,0.35448,0.0
0.59472,0.32562,0.0
0.58784,0.35306,0.0
0.36974,0.19057,0.0
0.4468,0.2995,0.0
0.27455,0.68855,0.0
0.12317,0.78926,0.0
0.50489,0.39157,0.0
0.23505,0.07639,0.0
0.58312,0.47601,0.0
0.03407,0.26943,0.0
0.8375,0.14769,0.0
0.53655,0.75255,0.0
0.39116,0.29477,0.0
0.45412,0.31933,0.0
0.39089,0.25429,0.0
0.53078,0.28076,0.0
0.91875,0.78878,0.0
0.49466,0.06697,0.0
0.03495,0.33947,0.0
0.07542,0.3853,0.0
0.40455,0.56145,0.0
0.24211,0.29182,0.0
0.61005,0.49777,0.0
0.26289,0.54807,0.0
0.64257,0.39696,0.0
0.84725,0.29039,0.0
0.03765,0.03791,0.0
0.30581,0.51275,0.0
0.28963,0.48413,0.0
0.3953,0.1545,0.0
0.54571,0.38508,0.0
0.47613,0.34512,0.0
0.26362,0.42211,0.0
0.45139,0.10191,0.0
0.70029,0.576,0.0
0.35618,0.29624,0.0
0.46145,0.49252,0.0
0.52,0.78178,0.0
0.49386,0.43495,0.0
0.5708,0.55067,0.0
0.50428,0.19993,0.0
0.56028,0.32351,0.0
0.40777,0.64762,0.0
0.90319,0.9269,0.0
0.56563,0.50254,0.0
0.9634,0.0366,0.0
0.74426,0.92483,0.0
0.0366,0.9634,0.0
0.9634,0.9634,0.0
0.65948,0.84942,0.0
0.0762,0.11391,0.0
0.52232,0.42466,0.0
0.38224,0.27756,0.0
0.19657,0.58849,0.0
0.7603,0.4832,0.0
0.85142,0.92627,0.0
0.40713,0.25325,0.0
0.45886,0.29602,0.0
0.53817,0.29632,0.0
0.33515,0.51689,0.0
0.48801,0.50712,0.0
0.17241,0.25132,0.0
0.39707,0.57374,0.0
0.29073,0.33691,0.0
0.92425,0.61595,0.0
0.48304,0.51967,0.0
0.79944,0.87782,0.0
0.41891,0.80489,0.0
0.47517,0.15991,0.0
0.10235,0.32849,0.0
0.49733,0.4069,0.0
0.50343,0.15289,0.0
0.30897,0.67267,0.0
0.07064,0.69394,0.0
0.28267,0.47438,0.0
0.47218,0.32519,0.0
0.5017,0.80463,0.0
0.24144,0.77813,0.0
0.07806,0.66001,0.0
0.92356,0.89251,0.0
0.076,0.89722,0.0
0.71142,0.65401,0.0
0.26775,0.29752,0.0
0.4949,0.4641,0.0
0.28653,0.18949,0.0
0.42476,0.28952,0.0
0.03464,0.79,0.0
0.63724,0.49532,0.0
0.58612,0.38724,0.0
0.68212,0.29231,0.0
0.62604,0.07553,0.0
0.68828,0.60135,0.0
0.70422,0.93153,0.0
0.46921,0.33599,0.0
0.93071,0.50496,0.0
0.3615,0.57174,0.0
0.79491,0.4729,0.0
0.93034,0.44471,0.0
0.22862,0.4582,0.0
0.73455,0.50965,0.0
0.90651,0.07084,0.0
0.31102,0.56286,0.0
0.30647,0.32085,0.0
0.44378,0.50596,0.0
0.55704,0.39419,0.0
0.48265,0.32537,0.0
0.53443,0.63184,0.0
0.04186,0.30227,0.0
0.36375,0.25361,0.0
0.41009,0.66331,0.0
0.50103,0.47337,0.0
0.09992,0.92931,0.0
0.13741,0.668,0.0
0.57101,0.48739,0.0
0.51982,0.2661,0.0
0.42587,0.56187,0.0
0.09544,0.52066,0.0
0.46169,0.28487,0.0
0.83597,0.07604,0.0
0.26392,0.39849,0.0
0.68973,0.52709,0.0
0.44218,0.93217,0.0
0.26951,0.37615,0.0
0.55796,0.51845,0.0
0.48986,0.83374,0.0
0.36712,0.52543,0.0
0.25521,0.43935,0.0
0.67822,0.88321,0.0
0.40579,0.93369,0.0
0.88512,0.69304,0.0
0.50094,0.50384,0.0
0.27999,0.31953,0.0
